 ,Label,Area,Mean,StdDev,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
316,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:12837-05977,17.644,1.002,0.011,15.730,1912.069,4108.866,4.804,5.124,0.896,1.112,0.899,0.915
317,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:12841-09086,41.750,1.002,0.010,24.290,2906.216,4109.186,7.687,7.366,0.889,1.038,0.963,0.937
318,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:12935-01959,7.386,2.245,0.266,10.185,625.826,4141.214,3.203,3.203,0.895,1.098,0.911,0.878
319,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:12942-00470,38.877,1.040,0.067,23.197,147.008,4141.534,7.366,7.046,0.908,1.077,0.928,0.937
320,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:12988-09710,16.618,1.001,1.814E-4,15.199,3107.672,4157.548,4.484,4.804,0.904,1.221,0.819,0.926
321,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:13087-01345,17.131,1.047,0.100,15.840,428.214,4189.256,5.124,4.484,0.858,1.293,0.773,0.905
322,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:13158-05935,0.718,2.526,0.189,2.905,1900.539,4213.597,0.641,1.281,1.000,1.936,0.517,0.933
323,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:13340-13354,12.309,1.698,0.282,13.277,4275.091,4270.287,3.843,4.484,0.877,1.413,0.708,0.909
324,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:13907-02483,1.846,2.018,0.102,5.092,794.293,4453.487,1.922,1.281,0.895,1.725,0.580,0.878
325,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:14049-01407,115.914,1.486,0.494,42.848,442.947,4494.162,15.694,10.890,0.793,1.397,0.716,0.935
326,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:14081-05097,21.029,1.688,0.114,17.574,1629.902,4507.293,5.124,5.445,0.856,1.248,0.801,0.911
327,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:14138-13471,1.128,1.787,0.086,3.811,4314.165,4527.471,0.961,1.601,0.976,1.619,0.618,0.846
328,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:14306-01144,1.436,1.132,0.042,4.452,365.759,4581.278,1.281,1.601,0.911,1.790,0.559,0.848
329,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:14443-08545,9.027,1.394,0.112,12.747,2734.867,4624.195,3.843,3.523,0.698,1.341,0.745,0.830
330,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:14598-02570,40.211,1.056,0.143,23.947,819.916,4671.917,6.726,7.366,0.881,1.079,0.927,0.945
331,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:14603-00290,25.029,4.696,0.517,19.276,89.999,4673.839,5.765,6.406,0.847,1.388,0.721,0.910
332,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:14751-03652,12.720,1.295,0.138,14.106,1167.099,4722.842,5.445,3.203,0.803,1.702,0.588,0.899
333,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:15938-06321,74.062,1.667,0.388,32.398,2020.003,5099.490,9.288,10.569,0.887,1.104,0.905,0.944
334,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:16590-07678,58.778,1.019,0.059,28.664,2454.942,5308.953,8.648,8.968,0.899,1.102,0.908,0.952
335,Result of Before_GA_light_exposed_B3 Region1_Merged_RAW_ch01.tif:17010-07399,43.904,1.283,0.195,25.681,2366.225,5444.111,7.366,8.007,0.837,1.074,0.931,0.916
336,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:05405-11565,4.616,1.970,0.139,8.185,3703.072,1729.830,2.242,2.883,0.866,1.520,0.658,0.865
337,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:05833-12829,10.053,1.736,0.185,11.653,4106.944,1866.589,3.843,3.203,0.930,1.258,0.795,0.938
338,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:06146-07120,0.308,3.111,0.283,1.812,2280.070,1968.118,0.641,0.641,1.000,1.464,0.683,0.857
339,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:06168-07136,1.128,2.947,0.147,3.999,2285.194,1974.843,0.961,1.601,0.887,1.892,0.528,0.880
340,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:06173-07162,3.590,3.111,0.185,7.545,2292.881,1975.804,2.242,2.562,0.793,1.431,0.699,0.824
341,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:06571-06948,10.668,2.653,0.499,12.372,2223.701,2102.635,3.523,4.164,0.876,1.289,0.776,0.893
342,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:06907-08609,28.209,1.681,0.429,19.651,2754.404,2208.968,5.765,6.406,0.918,1.228,0.814,0.937
343,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:09269-16597,9.848,2.053,0.319,11.996,5313.437,2967.069,4.484,3.203,0.860,1.450,0.690,0.893
344,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:09818-08644,11.591,5.533,0.641,12.559,2766.574,3142.583,3.843,3.843,0.923,1.045,0.957,0.922
345,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:11060-07290,2.257,4.612,0.492,5.811,2333.877,3541.330,1.922,1.922,0.840,1.379,0.725,0.846
346,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:11358-08559,58.983,1.298,0.340,29.382,2736.788,3633.251,8.968,9.288,0.859,1.261,0.793,0.943
347,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:11421-11042,9.232,4.753,1.071,11.013,3535.245,3655.991,2.883,3.843,0.957,1.313,0.762,0.938
348,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:11483-00754,38.467,2.828,1.487,23.915,237.968,3674.246,7.046,7.366,0.845,1.026,0.975,0.909
349,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:11505-12918,12.617,1.728,0.257,14.028,4135.769,3682.574,3.523,4.804,0.806,1.405,0.712,0.901
350,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:11592-08987,33.236,5.346,0.603,21.916,2875.149,3709.157,6.726,7.046,0.870,1.080,0.926,0.917
351,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:12604-06941,2.052,6.856,0.573,4.905,2222.419,4036.162,1.601,1.601,1.000,1.282,0.780,0.909
352,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:12720-06012,1.846,1.960,0.149,5.170,1924.560,4073.315,1.922,1.601,0.868,1.168,0.856,0.783
353,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:12900-06967,3.898,2.430,0.125,7.732,2230.426,4130.324,1.922,2.883,0.819,1.725,0.580,0.844
354,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:13037-13376,6.565,4.894,0.232,9.809,4282.778,4173.883,2.883,3.523,0.857,1.493,0.670,0.853
355,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:13646-07642,31.081,1.195,0.265,21.120,2444.053,4367.652,7.046,5.765,0.876,1.348,0.742,0.938
356,Result of Before_GA_light_exposed_B4 Region1_Merged_RAW_ch01.tif:18308-06309,9.848,1.183,0.141,11.919,2019.042,5861.756,3.523,3.843,0.871,1.117,0.895,0.885
