 ,Label,Area,Mean,StdDev,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
356,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:14533-07712,4.616,2.121,0.142,8.528,2468.714,4653.341,2.883,2.883,0.798,1.145,0.873,0.796
357,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:14604-05124,0.308,2.032,0.029,2.562,1640.792,4677.362,0.961,0.320,0.589,3.000,0.333,1.000
358,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:14655-13006,34.364,1.754,0.391,22.025,4162.032,4690.493,7.046,6.406,0.890,1.118,0.894,0.933
359,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:14833-10798,26.568,2.207,0.404,19.010,3455.496,4747.823,5.765,6.085,0.924,1.055,0.948,0.935
360,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:14950-12864,0.410,2.334,0.226,2.718,4119.755,4787.858,0.961,0.961,0.698,2.654,0.377,0.667
361,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:15029-10426,12.309,2.335,0.201,13.277,3337.312,4811.559,4.164,4.164,0.877,1.129,0.886,0.892
362,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:15171-11645,35.595,2.145,0.655,22.744,3726.132,4855.758,7.366,6.726,0.865,1.108,0.902,0.928
363,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:15296-08138,6.668,3.288,0.899,9.544,2604.833,4897.714,3.203,2.883,0.920,1.340,0.746,0.897
364,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:15308-13836,46.058,1.190,0.322,24.931,4427.224,4899.316,8.327,7.046,0.931,1.137,0.879,0.955
365,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:15505-10345,4.411,4.288,0.499,8.185,3312.331,4964.653,2.242,2.883,0.827,1.200,0.833,0.843
366,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:15507-12512,22.670,2.894,0.488,25.461,4003.814,4962.411,7.366,8.648,0.439,2.952,0.339,0.640
367,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:15668-09699,4.924,3.944,0.285,8.451,3105.110,5016.858,2.562,2.883,0.866,1.686,0.593,0.865
368,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:15745-12110,5.437,5.912,0.544,8.373,3877.304,5041.520,2.562,2.562,0.975,1.150,0.870,0.930
369,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:15809-13248,7.386,6.004,0.573,9.997,4241.461,5061.697,3.203,3.203,0.929,1.078,0.927,0.894
370,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:15869-15565,18.567,2.872,0.401,16.480,4982.909,5080.274,4.804,4.804,0.859,1.025,0.976,0.914
371,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:16874-11917,0.308,2.840,0.090,1.812,3816.451,5404.076,0.641,0.641,1.000,1.464,0.683,0.857
372,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:17234-09408,0.923,4.686,0.666,3.999,3012.549,5519.377,1.601,0.961,0.726,2.013,0.497,0.783
373,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:18084-16646,47.391,1.718,0.791,26.399,5327.209,5788.411,8.648,7.366,0.855,1.182,0.846,0.935
374,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:18338-12791,3.283,1.000,0.000,7.169,4095.414,5872.325,2.562,2.242,0.803,1.464,0.683,0.790
375,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:18457-12955,8.617,2.164,0.405,10.638,4147.620,5909.797,3.523,3.203,0.957,1.162,0.861,0.913
376,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:01060-10348,4.821,3.850,0.458,9.466,3312.651,338.215,3.203,2.562,0.676,1.238,0.808,0.777
377,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:02174-12727,1.846,1.808,0.143,4.905,4075.557,695.327,1.281,1.922,0.965,1.480,0.675,0.878
378,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:02476-08727,7.796,2.988,0.667,10.560,2793.478,791.411,3.203,3.203,0.879,1.261,0.793,0.894
379,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:04383-10185,20.824,2.416,0.498,16.823,3259.485,1401.223,5.445,5.124,0.925,1.121,0.892,0.929
380,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:04894-01904,2.359,1.289,0.238,9.279,607.891,1566.807,3.843,1.601,0.344,4.882,0.205,0.575
381,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:05511-06754,1.231,5.551,0.465,4.484,2162.527,1764.740,1.281,0.961,0.769,1.333,0.750,1.000
382,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:05847-10220,1.539,5.275,0.460,4.717,3272.616,1872.034,1.601,1.601,0.869,2.128,0.470,0.833
383,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:06255-12004,0.103,2.758,0.000,1.281,3844.635,2003.348,0.320,0.320,0.785,1.000,1.000,1.000
384,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:06890-02357,6.462,1.095,0.093,9.466,753.618,2205.445,2.883,2.883,0.906,1.109,0.901,0.900
385,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:07395-02195,2.154,1.486,0.284,7.357,702.053,2367.186,1.922,2.562,0.500,1.312,0.762,0.618
386,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:07615-11671,7.796,2.531,0.294,10.107,3736.381,2437.647,3.203,2.883,0.959,1.240,0.807,0.938
387,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:07842-07602,14.566,1.994,0.385,14.559,2432.843,2509.390,4.164,4.804,0.864,1.162,0.861,0.899
388,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:07851-05059,1.334,1.189,0.103,3.811,1619.653,2513.874,1.281,1.281,1.000,1.159,0.863,0.897
389,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:07874-02141,0.308,1.970,0.259,1.812,685.398,2521.561,0.641,0.641,1.000,1.464,0.683,0.857
390,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:07933-04624,3.283,1.239,0.151,6.639,1480.012,2539.816,2.242,1.922,0.936,1.265,0.790,0.877
391,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:08349-04467,1.744,1.019,0.043,4.717,1430.048,2673.373,1.601,1.601,0.985,1.343,0.744,0.829
392,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:08615-02441,2.872,2.855,0.264,6.186,780.841,2758.247,1.922,1.922,0.943,1.248,0.801,0.889
393,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:08622-08680,8.822,1.350,0.231,10.638,2778.425,2759.848,3.523,3.203,0.980,1.283,0.780,0.930
394,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:08880-07591,4.513,1.053,0.073,7.545,2430.281,2842.801,2.242,2.562,0.996,1.329,0.752,0.917
395,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:09103-10578,10.053,1.883,0.257,12.934,3385.675,2914.223,4.804,2.883,0.755,1.786,0.560,0.883
396,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:09362-08344,10.360,1.733,0.537,12.074,2670.491,2996.535,3.843,4.164,0.893,1.256,0.796,0.890
397,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:09543-04664,8.104,1.588,0.261,10.450,1492.182,3054.826,3.523,3.203,0.933,1.082,0.925,0.898
398,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:10181-04993,3.590,2.913,0.663,8.451,1597.554,3259.805,3.203,2.242,0.632,2.332,0.429,0.778
399,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:10250-11354,0.513,4.822,0.336,3.358,3635.813,3282.545,1.281,0.961,0.572,3.145,0.318,0.667
400,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:10309-05833,12.412,2.303,0.201,14.183,1865.948,3299.840,4.804,4.164,0.775,1.438,0.695,0.886
401,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:10564-07643,20.105,3.222,1.364,17.276,2445.334,3380.870,5.445,5.445,0.846,1.273,0.785,0.895
402,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:10785-03216,8.309,1.980,0.506,10.903,1028.417,3452.613,3.523,3.523,0.878,1.244,0.804,0.880
403,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:10986-03998,1.334,1.345,0.154,4.452,1279.837,3517.950,1.601,1.281,0.846,1.601,0.625,0.812
404,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:11081-03780,7.078,2.889,0.395,12.825,1208.415,3547.736,4.804,2.883,0.541,2.229,0.449,0.738
405,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:11257-02131,0.821,5.077,0.484,3.624,681.875,3604.746,1.281,1.281,0.785,1.562,0.640,0.696
406,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:11374-07516,0.410,4.025,0.178,2.265,2406.900,3642.539,0.641,0.961,1.000,2.000,0.500,0.800
407,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:11610-05985,8.104,1.896,0.357,10.450,1915.271,3716.844,3.203,3.523,0.933,1.241,0.806,0.893
408,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:11943-03569,17.131,3.112,0.219,15.277,1140.836,3822.856,4.804,4.804,0.922,1.008,0.992,0.925
409,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:12202-04282,22.362,4.536,0.761,17.651,1369.195,3905.168,4.804,6.085,0.902,1.198,0.835,0.932
410,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:12771-08438,30.158,1.733,0.207,20.479,2699.636,4087.087,5.765,6.726,0.904,1.216,0.822,0.936
411,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:14001-01679,15.900,2.196,0.252,14.746,535.507,4481.991,4.484,4.484,0.919,1.185,0.844,0.934
412,Result of unexposed_24h_8well_B4 Region1_Merged_RAW_ch01.tif:14727-08027,2.052,2.987,0.271,5.358,2570.243,4715.795,1.601,1.922,0.898,1.152,0.868,0.816
