 ,Label,Area,Mean,StdDev,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
207,Result of unexposed_24h_8well_B1 Region1_Merged_RAW_ch01.tif:05212-04711,4.411,3.210,0.183,7.732,1507.876,1668.016,1.922,2.883,0.927,1.417,0.706,0.905
208,Result of unexposed_24h_8well_B1 Region1_Merged_RAW_ch01.tif:05779-04886,11.694,2.684,0.322,12.637,1563.284,1848.653,3.523,4.484,0.920,1.335,0.749,0.916
209,Result of unexposed_24h_8well_B1 Region1_Merged_RAW_ch01.tif:06026-02892,19.798,2.588,0.310,19.729,923.686,1926.481,5.445,7.046,0.639,2.110,0.474,0.816
210,Result of unexposed_24h_8well_B1 Region1_Merged_RAW_ch01.tif:06857-05560,8.822,2.116,0.270,10.825,1779.153,2194.555,3.523,3.203,0.946,1.034,0.967,0.915
211,Result of unexposed_24h_8well_B1 Region1_Merged_RAW_ch01.tif:10808-03764,3.180,6.270,0.357,6.186,1204.891,3460.620,1.601,2.242,1.000,1.372,0.729,0.939
212,Result of unexposed_24h_8well_B1 Region1_Merged_RAW_ch01.tif:10836-03774,0.718,4.746,0.223,2.905,1208.415,3470.228,0.961,0.961,1.000,1.069,0.936,0.875
213,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:00260-03393,24.003,2.457,0.256,18.292,1083.826,80.710,5.765,5.445,0.901,1.292,0.774,0.936
214,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:00627-01358,18.259,1.029,0.062,16.105,432.377,198.573,5.124,4.804,0.885,1.024,0.977,0.915
215,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:03499-02207,0.205,1.737,0.026,1.922,706.857,1120.338,0.320,0.641,0.698,2.000,0.500,1.000
216,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:03934-04446,138.687,1.369,0.417,45.222,1416.917,1253.254,14.413,13.452,0.852,1.257,0.795,0.947
217,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:04185-01959,26.773,1.297,0.162,20.479,625.186,1336.526,4.804,7.687,0.802,1.631,0.613,0.926
218,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:04615-00635,3.590,4.568,0.506,10.450,202.417,1476.168,2.242,4.164,0.413,2.694,0.371,0.609
219,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:05751-01887,0.821,2.791,0.155,3.546,604.047,1841.287,0.641,1.601,0.820,2.564,0.390,0.889
220,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:05749-07012,20.413,1.137,0.213,16.746,2243.238,1838.725,5.124,5.124,0.915,1.183,0.846,0.928
221,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:06171-01963,67.394,1.959,0.484,30.773,623.904,1972.281,9.929,8.648,0.894,1.209,0.827,0.955
222,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:07031-02189,2.770,2.220,0.096,5.998,700.451,2250.924,1.601,2.242,0.967,1.475,0.678,0.885
223,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:07098-04369,24.619,1.238,0.172,18.370,1396.419,2270.461,5.765,5.765,0.917,1.075,0.930,0.930
224,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:07387-05678,12.309,2.603,0.678,13.090,1816.625,2363.983,4.164,4.164,0.903,1.113,0.898,0.902
225,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:07897-05056,32.107,1.705,0.165,23.307,1614.849,2526.685,8.968,5.124,0.743,1.974,0.507,0.921
226,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:09884-05798,1.539,6.546,0.601,4.529,1856.340,3165.002,1.601,1.601,0.942,1.287,0.777,0.789
227,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:09901-02053,5.539,4.224,0.548,8.903,656.253,3169.806,2.883,2.883,0.878,1.195,0.837,0.857
228,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:10672-02495,5.950,1.452,0.142,9.279,797.816,3416.421,2.562,3.203,0.868,1.396,0.716,0.885
229,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:10702-05445,9.027,2.513,0.292,11.090,1742.321,3426.030,3.523,3.523,0.922,1.070,0.935,0.898
230,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:11782-03911,13.130,1.782,0.202,15.542,1249.731,3771.611,6.085,3.843,0.683,2.413,0.414,0.880
231,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:11940-05175,10.976,1.023,0.043,12.559,1655.525,3822.536,4.164,3.523,0.874,1.145,0.874,0.903
232,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:11958-04070,9.437,1.305,0.160,11.278,1301.936,3828.301,3.523,3.523,0.932,1.266,0.790,0.915
233,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:11960-08018,35.697,1.032,0.071,23.119,2565.119,3826.700,6.085,7.687,0.839,1.372,0.729,0.922
234,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:12025-06740,12.617,2.766,0.700,13.620,2156.442,3849.119,4.484,4.484,0.855,1.285,0.778,0.869
235,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:12195-02094,19.695,1.527,0.263,16.448,668.103,3903.246,5.445,5.124,0.915,1.022,0.978,0.919
236,Result of unexposed_24h_8well_B2 Region1_Merged_RAW_ch01.tif:13306-04946,58.778,1.109,0.249,30.664,1580.259,4256.194,7.687,11.210,0.786,1.434,0.697,0.923
237,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:00727-07782,45.237,2.843,0.483,25.649,2488.572,228.680,7.687,8.327,0.864,1.178,0.849,0.928
238,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:01000-05931,5.129,6.508,0.577,8.373,1898.617,318.678,1.922,3.203,0.919,1.650,0.606,0.926
239,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:01172-08657,9.232,3.111,0.211,11.356,2771.058,373.446,3.523,3.843,0.900,1.284,0.779,0.891
240,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:01543-13017,0.718,4.985,0.674,3.358,4168.438,493.871,1.281,0.961,0.800,1.571,0.636,0.737
241,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:01694-12448,6.668,1.210,0.145,9.466,3985.558,541.272,2.883,2.883,0.935,1.290,0.775,0.915
242,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:01748-04085,8.924,2.695,0.428,12.184,1306.100,558.247,4.484,3.203,0.755,1.326,0.754,0.849
243,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:01818-12998,0.103,1.323,0.000,1.281,4162.993,582.268,0.320,0.320,0.785,1.000,1.000,1.000
244,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:02199-06928,3.077,5.023,0.472,6.639,2217.936,703.334,1.922,2.242,0.877,1.489,0.672,0.845
245,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:02552-09768,0.205,4.820,0.153,1.922,3128.170,817.353,0.641,0.320,0.698,2.000,0.500,1.000
246,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:02556-09762,0.103,6.119,0.000,1.281,3126.569,818.634,0.320,0.320,0.785,1.000,1.000,1.000
247,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:02564-09793,0.923,6.069,0.610,3.811,3135.857,820.556,1.281,1.281,0.799,1.414,0.707,0.720
248,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:02569-09765,0.923,6.148,0.535,3.358,3126.889,822.478,1.281,0.961,1.000,1.817,0.550,0.857
249,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:02573-09780,0.205,4.801,0.636,1.922,3132.013,824.079,0.641,0.320,0.698,2.000,0.500,1.000
250,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:02577-09794,2.257,5.547,0.499,7.202,3136.497,823.759,0.961,3.203,0.547,3.674,0.272,0.846
251,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:02583-09785,1.539,5.212,0.464,4.905,3133.294,826.321,1.281,1.922,0.804,2.001,0.500,0.811
252,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:02579-09756,7.283,4.797,0.335,14.371,3123.045,823.439,3.523,5.124,0.443,2.728,0.367,0.648
253,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:02586-09767,2.359,5.328,0.632,6.904,3126.889,827.282,2.562,1.922,0.622,1.654,0.605,0.697
254,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:02598-08772,11.694,2.256,0.653,12.825,2807.250,830.485,4.484,3.523,0.893,1.313,0.762,0.916
255,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:03320-01941,32.005,1.006,0.020,21.010,618.460,1060.125,6.726,6.406,0.911,1.065,0.939,0.934
256,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:03353-02710,47.802,1.304,0.218,27.648,863.794,1069.734,8.327,8.648,0.786,1.173,0.852,0.908
257,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:03768-01130,8.104,2.867,0.330,11.356,360.314,1204.891,3.523,3.843,0.790,1.861,0.537,0.868
258,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:03831-10980,3.898,2.483,0.163,7.092,3515.388,1226.030,2.562,1.922,0.974,1.317,0.759,0.916
259,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:04111-12786,6.873,3.874,0.230,10.185,4093.172,1315.388,3.843,2.562,0.833,1.516,0.659,0.876
260,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:04122-12118,134.378,1.995,0.572,43.676,3874.421,1313.466,13.452,13.452,0.885,1.027,0.973,0.954
261,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:04226-01543,46.776,1.535,0.332,25.571,490.348,1349.658,7.687,8.007,0.899,1.054,0.949,0.941
262,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:04281-02714,4.001,3.234,0.346,7.545,867.957,1370.156,2.562,2.242,0.883,1.282,0.780,0.848
263,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:04313-09674,10.976,1.603,0.579,12.184,3096.462,1379.444,3.843,3.843,0.929,1.237,0.809,0.918
264,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:04496-09511,1.231,4.623,0.318,4.452,3045.538,1439.336,1.281,1.601,0.781,1.683,0.594,0.774
265,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:04624-01238,0.103,2.462,0.000,1.281,396.506,1480.972,0.320,0.320,0.785,1.000,1.000,1.000
266,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:04715-07044,4.719,2.789,0.189,8.638,2254.447,1509.157,3.203,2.242,0.795,2.172,0.460,0.868
267,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:04904-00901,35.492,2.232,0.402,24.556,284.728,1567.448,8.007,6.726,0.740,1.222,0.818,0.878
268,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:04916-00931,0.821,2.854,0.144,5.092,297.860,1573.533,0.961,2.242,0.398,4.651,0.215,0.593
269,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:05115-08563,1.949,3.615,0.228,5.545,2741.913,1637.269,1.601,1.922,0.796,1.628,0.614,0.792
270,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:05175-00195,32.415,1.150,0.275,21.463,58.931,1654.244,7.046,6.406,0.884,1.114,0.897,0.931
271,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:05328-07174,80.524,1.357,0.289,33.679,2292.881,1701.325,9.929,10.569,0.892,1.078,0.928,0.956
272,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:05418-01095,14.771,4.803,0.502,14.449,348.464,1733.032,4.484,4.804,0.889,1.111,0.900,0.906
273,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:05547-00591,15.592,1.170,0.163,14.746,187.043,1774.348,4.484,4.484,0.901,1.141,0.877,0.924
274,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:05557-09746,28.312,2.251,0.306,19.838,3118.562,1776.911,6.085,6.085,0.904,1.019,0.982,0.932
275,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:05590-16198,2.872,4.111,0.274,6.639,5186.927,1789.402,2.242,1.922,0.819,1.382,0.723,0.812
276,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:05668-00654,46.776,1.647,0.236,28.742,204.659,1811.181,9.608,8.327,0.712,1.763,0.567,0.851
277,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:05712-00929,30.876,6.745,0.633,20.667,294.657,1826.234,6.085,6.406,0.908,1.104,0.906,0.945
278,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:05766-08976,7.693,6.274,0.613,10.372,2873.548,1845.130,2.883,3.523,0.899,1.322,0.757,0.898
279,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:05788-00867,6.668,1.818,0.193,9.544,276.401,1852.176,2.883,3.203,0.920,1.272,0.786,0.897
280,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:05868-12509,7.283,4.148,0.433,10.185,4005.095,1877.799,2.883,3.523,0.882,1.292,0.774,0.899
281,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:05874-12523,13.643,5.613,0.696,14.824,4008.939,1878.760,3.843,5.445,0.780,1.596,0.626,0.878
282,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:05893-06882,0.103,5.045,0.000,1.281,2204.164,1887.407,0.320,0.320,0.785,1.000,1.000,1.000
283,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:06001-07423,18.259,2.980,0.770,16.105,2375.193,1919.435,4.804,5.124,0.885,1.175,0.851,0.918
284,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:06118-01190,0.513,3.081,0.249,3.733,380.492,1959.150,1.601,0.641,0.462,3.678,0.272,0.667
285,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:06145-05039,19.900,2.903,0.673,18.480,1611.326,1965.235,5.124,6.085,0.732,1.446,0.692,0.880
286,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:06404-08183,106.990,1.368,0.428,38.771,2615.082,2045.305,11.850,11.850,0.894,1.012,0.988,0.958
287,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:06636-15104,6.975,2.439,0.491,10.450,4836.221,2123.773,2.883,3.523,0.803,1.514,0.661,0.850
288,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:06643-12441,8.104,2.198,0.461,11.278,3982.996,2125.695,3.203,3.843,0.801,1.634,0.612,0.888
289,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:06808-01316,37.031,1.453,0.258,22.744,418.285,2176.940,6.726,7.366,0.900,1.107,0.903,0.936
290,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:06867-02194,82.063,1.112,0.172,33.866,697.889,2194.235,9.929,10.569,0.899,1.052,0.950,0.955
291,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:06915-15129,31.081,1.431,0.369,20.854,4842.626,2211.530,6.085,6.406,0.898,1.072,0.933,0.938
292,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:06920-11852,32.415,1.694,0.342,25.306,3792.750,2212.491,6.726,7.687,0.636,1.203,0.831,0.835
293,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:07026-15971,3.283,4.075,0.292,6.716,5114.223,2249.323,2.242,2.242,0.914,1.248,0.801,0.842
294,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:07135-14843,69.651,1.495,0.242,32.210,4748.144,2281.031,11.530,8.327,0.844,1.594,0.628,0.953
295,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:07215-09828,30.569,1.616,0.767,20.479,3144.504,2307.934,6.406,6.085,0.916,1.064,0.940,0.943
296,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:07236-03257,9.437,2.043,0.284,11.466,1041.229,2315.941,3.843,3.203,0.902,1.252,0.799,0.902
297,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:07624-00068,24.106,3.347,0.478,18.480,19.217,2438.928,5.445,5.765,0.887,1.144,0.874,0.925
298,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:07643-03898,21.131,2.003,0.301,17.089,1245.887,2445.014,5.124,5.765,0.909,1.146,0.873,0.918
299,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:07788-09368,0.718,3.882,0.372,3.546,3000.058,2493.696,0.641,1.601,0.718,2.731,0.366,0.824
300,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:07786-09509,3.693,4.425,0.434,7.920,3044.577,2492.415,1.922,2.883,0.740,1.654,0.605,0.818
301,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:07794-00113,10.463,2.043,0.296,11.731,34.590,2494.337,3.523,3.843,0.955,1.113,0.899,0.923
302,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:07905-08426,4.411,2.436,0.239,7.810,2697.714,2530.528,2.242,2.883,0.909,1.330,0.752,0.860
303,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08022-06715,5.642,5.212,0.523,8.903,2149.396,2568.001,2.883,2.883,0.894,1.048,0.954,0.866
304,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08052-12517,13.130,7.024,0.689,13.200,4006.697,2577.289,4.484,3.523,0.947,1.239,0.807,0.934
305,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08094-05352,12.002,4.150,0.640,13.090,1711.894,2590.421,4.484,3.843,0.880,1.227,0.815,0.903
306,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08158-07778,10.258,2.835,1.112,12.294,2489.533,2610.919,3.523,3.843,0.853,1.172,0.853,0.889
307,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08190-06642,28.722,1.752,0.448,19.916,2124.414,2619.886,6.085,6.406,0.910,1.137,0.880,0.935
308,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08243-00173,0.308,1.598,0.107,1.812,55.088,2639.744,0.641,0.641,1.000,1.464,0.683,0.857
309,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08241-11545,6.873,5.561,0.450,9.466,3696.346,2638.142,2.883,2.883,0.964,1.229,0.814,0.937
310,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08265-04293,0.103,4.240,0.000,1.281,1374.960,2647.110,0.320,0.320,0.785,1.000,1.000,1.000
311,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08332-06814,9.232,3.021,1.592,12.747,2180.783,2666.647,3.203,3.843,0.714,1.249,0.801,0.826
312,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08360-16249,30.056,1.552,0.464,20.479,5201.339,2674.334,6.085,6.406,0.901,1.178,0.849,0.942
313,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08393-07830,7.386,3.416,0.805,9.997,2506.187,2686.825,3.523,2.883,0.929,1.333,0.750,0.900
314,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08537-06321,1.334,2.556,0.179,4.452,2023.846,2733.586,1.601,1.281,0.846,1.337,0.748,0.812
315,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08582-11046,4.719,1.526,0.317,8.903,3536.526,2747.037,2.562,3.203,0.748,1.874,0.534,0.821
316,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08607-08495,21.849,2.386,1.035,17.276,2718.212,2754.083,5.445,5.445,0.920,1.076,0.929,0.928
317,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08829-07864,13.746,2.705,0.331,13.730,2516.756,2825.506,4.164,4.484,0.916,1.128,0.886,0.915
318,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:08828-10531,97.040,1.320,0.433,36.584,3367.419,2821.662,10.890,11.530,0.911,1.067,0.937,0.958
319,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:09112-12079,2.770,3.450,0.238,6.451,3867.375,2917.746,2.562,1.601,0.836,1.467,0.681,0.844
320,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:09322-00665,25.234,9.644,1.178,18.745,210.103,2983.083,6.085,5.445,0.902,1.137,0.880,0.932
321,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:09528-11296,1.436,3.215,0.120,4.452,3617.237,3050.983,1.281,1.601,0.911,1.280,0.781,0.848
322,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:09542-14847,0.615,3.977,0.313,3.171,4754.870,3055.466,0.961,1.281,0.769,2.023,0.494,0.706
323,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:09617-09971,3.590,3.006,0.225,7.357,3192.226,3079.167,2.562,2.242,0.834,1.412,0.708,0.814
324,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:09826-05378,32.928,1.964,0.302,21.120,1719.581,3143.864,6.085,6.726,0.928,1.083,0.924,0.944
325,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:09994-07181,3.488,2.551,0.294,7.279,2298.966,3199.592,1.922,2.562,0.827,1.543,0.648,0.861
326,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:10163-05555,22.567,3.809,1.156,17.386,1776.590,3252.438,5.124,5.445,0.938,1.178,0.849,0.946
327,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:10188-03115,1.128,3.782,0.460,5.170,997.030,3262.047,1.601,1.922,0.530,2.954,0.338,0.595
328,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:10344-08248,5.847,3.321,0.356,8.716,2640.384,3311.690,2.883,2.883,0.967,1.249,0.801,0.898
329,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:10548-11033,1.334,5.569,0.376,4.264,3533.003,3377.668,1.281,1.601,0.922,1.025,0.976,0.812
330,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:10634-00549,4.103,2.211,0.119,7.545,174.552,3404.891,2.562,2.242,0.906,1.299,0.770,0.860
331,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:10817-08989,3.590,3.514,0.260,7.357,2878.032,3463.182,2.242,2.562,0.834,1.046,0.956,0.814
332,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:10836-01784,0.513,5.618,0.195,3.171,571.058,3469.908,0.961,1.281,0.641,3.145,0.318,0.667
333,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:10837-14890,5.129,4.436,0.544,8.373,4767.681,3469.588,2.562,2.562,0.919,1.092,0.915,0.909
334,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:11190-11786,9.437,1.713,0.350,11.278,3773.213,3582.006,3.203,3.843,0.932,1.278,0.782,0.920
335,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:11191-03029,18.156,2.882,0.573,16.105,967.885,3581.686,4.484,5.445,0.880,1.244,0.804,0.922
336,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:11295-09863,19.798,1.240,0.276,16.105,3156.355,3615.315,5.124,4.804,0.959,1.147,0.872,0.948
337,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:11484-14867,25.337,3.832,0.686,19.198,4758.713,3675.207,6.085,5.765,0.864,1.136,0.880,0.920
338,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:11666-08571,16.720,1.160,0.271,15.012,2742.874,3734.139,4.484,4.804,0.932,1.105,0.905,0.931
339,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:11765-02843,38.365,4.416,1.583,22.821,907.352,3764.245,6.726,7.687,0.926,1.128,0.887,0.943
340,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:12195-06454,21.336,1.637,0.296,16.933,2064.522,3903.246,5.124,5.124,0.935,1.062,0.942,0.943
341,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:12206-07428,15.900,1.532,0.437,14.824,2376.794,3907.090,4.484,4.804,0.909,1.118,0.894,0.920
342,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:12224-08739,1.641,4.412,0.413,4.452,2798.282,3914.456,1.281,1.601,1.000,1.233,0.811,0.914
343,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:12321-12395,6.668,3.099,0.394,9.732,3968.263,3944.883,3.523,2.562,0.885,1.376,0.727,0.890
344,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:12323-08188,5.334,3.853,0.432,8.185,2621.167,3945.523,2.562,2.562,1.000,1.298,0.770,0.929
345,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:12616-13871,1.949,3.454,0.228,5.358,4441.956,4039.685,1.601,1.922,0.853,1.580,0.633,0.826
346,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:12712-14559,6.668,2.586,0.121,9.279,4661.668,4070.112,2.883,2.883,0.973,1.164,0.859,0.922
347,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:13184-08565,5.026,5.109,0.490,8.903,2741.913,4221.284,2.883,2.883,0.797,1.131,0.885,0.817
348,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:13347-16252,4.206,4.966,0.565,7.545,5204.222,4273.489,2.242,2.562,0.928,1.404,0.712,0.891
349,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:13451-08757,2.564,2.079,0.147,6.639,2803.407,4307.439,2.562,1.601,0.731,1.914,0.522,0.781
350,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:13616-15720,36.416,1.129,0.238,22.291,5031.271,4357.723,7.366,6.406,0.921,1.132,0.883,0.947
351,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:13651-15058,2.667,4.930,0.575,5.998,4821.808,4371.495,2.242,1.601,0.932,1.459,0.685,0.867
352,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:13994-10487,14.566,1.971,0.194,14.371,3356.529,4480.070,4.804,4.164,0.886,1.130,0.885,0.904
353,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:14023-06724,7.078,4.528,0.301,10.372,2151.958,4489.998,3.203,2.883,0.827,1.256,0.796,0.868
354,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:14352-07026,17.336,1.913,0.286,15.464,2247.722,4594.410,5.124,4.484,0.911,1.302,0.768,0.929
355,Result of unexposed_24h_8well_B3 Region1_Merged_RAW_ch01.tif:14430-09189,31.594,1.572,0.575,21.385,2940.166,4618.110,5.765,7.046,0.868,1.266,0.790,0.932
