 ,Label,Area,Mean,StdDev,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
99,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10266-08945,16.926,1.221,0.248,15.464,2862.658,3285.427,4.484,5.124,0.889,1.080,0.926,0.914
100,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10269-10902,12.412,1.008,0.035,13.543,3489.445,3287.029,4.484,4.164,0.850,1.296,0.772,0.883
101,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10426-15180,37.441,0.999,0.007,23.572,4858.640,3335.711,6.406,7.366,0.847,1.166,0.857,0.930
102,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10454-09948,5.847,1.946,0.387,8.826,3184.859,3346.921,2.562,2.883,0.943,1.103,0.907,0.905
103,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10474-06184,15.592,1.439,0.687,15.730,1978.046,3352.366,5.124,4.484,0.792,1.122,0.892,0.866
104,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10567-12772,26.158,1.000,0.000,19.042,4088.048,3381.511,5.445,5.765,0.906,1.083,0.924,0.943
105,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10637-05790,19.593,1.828,0.932,16.558,1851.856,3404.251,5.124,5.124,0.898,1.224,0.817,0.923
106,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10643-03731,9.232,1.002,0.011,11.090,1193.361,3406.813,3.203,3.843,0.943,1.193,0.838,0.914
107,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10653-15471,0.718,1.986,0.121,2.905,4954.724,3411.617,0.961,0.961,1.000,1.069,0.936,0.875
108,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10716-06090,24.927,1.068,0.115,18.823,1947.620,3429.233,5.765,6.085,0.884,1.068,0.936,0.917
109,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10719-17075,83.499,1.379,0.560,35.303,5463.648,3427.631,10.249,10.890,0.842,1.048,0.955,0.936
110,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10795-14435,37.236,1.223,0.614,22.821,4619.712,3454.214,7.366,6.726,0.898,1.141,0.876,0.940
111,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10820-16931,17.849,1.052,0.103,16.105,5420.410,3462.862,4.804,5.124,0.865,1.095,0.913,0.904
112,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10876-04209,1.128,1.026,0.029,5.733,1347.416,3482.399,1.281,2.242,0.431,3.838,0.261,0.579
113,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10939-17425,1.026,4.482,0.332,3.358,5580.550,3502.897,0.961,1.281,1.000,1.551,0.645,0.909
114,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:10957-16654,25.645,1.086,0.149,18.933,5331.373,3506.420,5.445,6.085,0.899,1.142,0.876,0.933
115,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11034-10312,8.514,1.720,0.217,10.825,3301.121,3532.363,3.523,3.203,0.913,1.512,0.661,0.917
116,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11129-03547,3.488,1.491,0.142,6.826,1135.071,3563.430,1.922,2.242,0.941,1.349,0.741,0.932
117,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11157-13497,19.080,1.005,0.015,16.558,4320.571,3570.796,4.804,5.445,0.875,1.240,0.806,0.910
118,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11298-06707,9.540,2.154,0.578,11.809,2146.513,3616.596,3.523,4.164,0.860,1.186,0.843,0.886
119,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11305-04331,12.515,1.055,0.130,13.918,1384.568,3619.158,5.445,3.203,0.812,2.032,0.492,0.924
120,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11359-16961,15.284,1.124,0.246,14.636,5430.019,3635.813,4.804,4.484,0.897,1.250,0.800,0.911
121,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11456-05455,7.078,2.241,0.563,10.715,1745.523,3667.521,3.523,3.523,0.775,1.568,0.638,0.836
122,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11474-15112,12.925,1.608,0.212,13.730,4838.142,3672.645,4.164,4.484,0.862,1.025,0.975,0.884
123,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11474-05629,54.572,1.107,0.163,27.118,1798.690,3670.723,8.327,8.327,0.933,1.026,0.974,0.957
124,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11487-08207,9.335,2.278,0.362,13.653,2625.972,3677.770,5.445,2.883,0.629,2.213,0.452,0.812
125,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11574-09774,41.032,0.996,1.271E-4,25.196,3127.209,3702.431,6.726,8.968,0.812,1.525,0.656,0.917
126,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11615-14351,9.232,4.292,1.301,12.715,4594.089,3718.445,4.484,3.523,0.718,1.461,0.684,0.814
127,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11629-17096,6.565,1.674,0.314,10.450,5473.897,3722.929,3.523,3.203,0.755,1.016,0.984,0.800
128,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11749-05041,12.002,1.014,0.030,13.543,1612.287,3761.042,4.804,3.843,0.822,1.254,0.798,0.857
129,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11914-06714,96.732,1.136,0.294,37.568,2144.592,3810.365,11.530,11.210,0.861,1.015,0.985,0.940
130,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:11954-13709,9.745,1.089,0.117,11.996,4389.110,3826.700,3.523,4.164,0.851,1.373,0.728,0.888
131,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12039-10972,15.387,1.066,0.132,15.199,3511.544,3853.923,5.124,4.164,0.837,1.307,0.765,0.901
132,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12045-15102,9.027,1.604,0.164,11.200,4835.260,3856.165,3.523,3.203,0.904,1.241,0.806,0.917
133,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12169-16838,20.413,1.357,0.673,16.823,5390.304,3894.919,5.124,5.445,0.906,1.069,0.936,0.923
134,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12182-04431,27.183,1.180,0.271,19.386,1416.276,3898.762,6.085,5.765,0.909,1.080,0.926,0.938
135,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12245-14926,14.156,1.553,0.689,14.371,4778.250,3919.901,4.804,4.164,0.861,1.178,0.849,0.896
136,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12255-04883,42.057,1.486,0.512,24.290,1560.081,3921.502,7.687,7.366,0.896,1.097,0.911,0.938
137,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12383-05849,8.719,2.913,0.666,11.356,1871.393,3964.420,3.843,3.523,0.850,1.215,0.823,0.881
138,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12410-16378,28.312,1.566,0.910,19.729,5242.655,3971.466,5.765,6.726,0.914,1.089,0.918,0.934
139,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12474-13672,16.823,2.248,0.348,15.730,4376.299,3992.925,5.124,4.804,0.854,1.090,0.917,0.889
140,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12540-13926,14.669,1.021,0.061,14.106,4457.970,4014.383,4.484,4.164,0.926,1.040,0.962,0.932
141,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12588-18346,11.386,2.126,1.098,13.090,5873.606,4030.077,4.804,3.523,0.835,1.460,0.685,0.877
142,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12656-14544,27.286,1.000,0.000,19.463,4655.263,4050.575,6.085,6.085,0.905,1.093,0.915,0.932
143,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12712-10686,58.880,1.016,0.048,30.133,3418.023,4067.229,9.288,8.327,0.815,1.160,0.862,0.924
144,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12819-08505,94.578,1.008,1.307E-4,36.131,2718.532,4100.218,11.210,10.890,0.910,1.048,0.954,0.960
145,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12910-07975,11.489,1.044,0.079,12.372,2552.628,4132.887,3.523,4.164,0.943,1.122,0.891,0.926
146,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12949-11206,20.516,1.477,0.564,16.370,3586.490,4144.737,5.124,5.124,0.962,1.015,0.985,0.943
147,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:12993-11275,8.104,2.248,0.337,10.747,3609.550,4160.110,3.523,2.883,0.882,1.122,0.891,0.908
148,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:13298-13510,0.308,1.013,0.014,1.812,4326.656,4258.757,0.641,0.641,1.000,1.464,0.683,0.857
149,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:13475-11924,46.879,0.995,0.006,26.024,3814.849,4311.923,8.327,7.687,0.870,1.316,0.760,0.939
150,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:13644-16647,5.129,3.677,0.579,8.373,5330.732,4368.612,2.242,2.883,0.919,1.307,0.765,0.901
151,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:13752-09200,32.928,1.542,1.018,22.025,2943.369,4401.281,6.406,6.726,0.853,1.092,0.916,0.926
152,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:13789-19218,5.642,2.760,0.275,8.638,6153.850,4415.053,2.562,2.883,0.950,1.267,0.789,0.902
153,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:13796-10532,0.205,0.998,0.000,1.922,3372.863,4418.576,0.641,0.320,0.698,2.000,0.500,1.000
154,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:13931-07209,8.719,2.576,0.878,10.825,2307.294,4460.212,3.203,3.523,0.935,1.175,0.851,0.914
155,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:13950-10156,24.311,0.998,1.036E-4,18.635,3250.196,4464.696,5.445,6.406,0.880,1.135,0.881,0.917
156,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:14753-13368,3.693,1.164,0.157,8.263,4280.536,4723.482,2.242,3.203,0.680,1.560,0.641,0.727
157,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:15120-13680,1.334,1.511,0.048,4.264,4380.783,4841.986,1.601,1.281,0.922,1.312,0.762,0.812
158,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:15416-18539,22.670,2.182,1.058,17.761,5935.100,4934.867,5.124,5.445,0.903,1.139,0.878,0.940
159,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:15649-18295,16.618,2.450,1.107,15.995,5856.951,5009.492,5.124,5.124,0.816,1.128,0.887,0.878
160,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:15885-17014,14.053,1.022,0.058,14.636,5446.673,5085.718,5.124,4.164,0.824,1.306,0.766,0.887
161,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:16144-13852,3.077,3.440,0.285,6.451,4435.551,5169.631,2.242,1.922,0.929,1.195,0.837,0.857
162,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:16253-06523,19.080,3.539,0.396,16.370,2086.621,5202.941,5.124,5.124,0.895,1.101,0.908,0.914
163,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:16510-14121,6.668,4.389,0.353,11.576,4522.026,5285.252,1.601,5.124,0.625,2.949,0.339,0.915
164,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:16561-16710,25.337,1.004,0.008,19.120,5349.308,5301.266,5.445,6.085,0.871,1.171,0.854,0.923
165,Result of 0h_nonlightexposed_A1 Region1_Merged_RAW_ch01.tif:17373-12129,11.694,1.441,0.208,13.730,3882.748,5562.294,4.164,3.843,0.779,1.169,0.855,0.860
166,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:00905-02791,3.795,2.013,0.363,6.904,892.939,288.892,2.242,2.242,1.000,1.289,0.776,0.902
167,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:01015-10554,8.309,1.078,0.126,12.902,3378.629,322.842,3.523,4.804,0.627,2.699,0.371,0.798
168,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:02628-03543,0.103,1.845,0.000,1.281,1134.750,841.695,0.320,0.320,0.785,1.000,1.000,1.000
169,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:02642-03543,35.697,1.544,0.225,24.290,1130.907,842.976,7.687,6.406,0.760,1.221,0.819,0.895
170,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:03137-14536,8.924,1.218,0.181,13.012,4654.302,1002.155,2.562,5.445,0.662,2.557,0.391,0.870
171,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:03337-14321,69.651,1.278,0.275,32.022,4581.919,1063.969,9.608,9.929,0.854,1.048,0.955,0.931
172,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:03409-08882,7.181,1.623,0.199,10.185,2843.121,1090.231,3.203,3.203,0.870,1.058,0.945,0.870
173,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:03778-05978,27.389,1.184,0.040,19.729,1911.748,1206.813,6.085,6.406,0.884,1.061,0.942,0.921
174,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:04022-08452,0.103,2.565,0.000,1.281,2707.002,1288.164,0.320,0.320,0.785,1.000,1.000,1.000
175,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:04241-01406,1.846,3.255,0.393,4.717,449.672,1357.665,1.601,1.601,1.000,1.257,0.795,0.857
176,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:04393-09488,11.797,1.972,0.382,13.090,3036.570,1405.066,4.484,3.843,0.865,1.340,0.746,0.888
177,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:04617-05158,0.615,3.771,0.153,3.999,1651.361,1478.410,1.601,0.961,0.484,3.503,0.285,0.600
178,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:04883-04315,4.206,4.609,0.315,7.545,1381.045,1562.644,2.242,2.562,0.928,1.091,0.917,0.872
179,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:05188-08069,50.264,1.565,0.749,26.775,2580.172,1657.767,8.327,7.687,0.881,1.122,0.891,0.939
180,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:05404-09210,15.079,3.821,0.360,14.559,2947.853,1728.228,3.843,5.124,0.894,1.317,0.760,0.925
181,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:05908-03492,28.517,5.112,2.561,21.650,1115.213,1889.009,6.406,6.406,0.765,1.170,0.855,0.871
182,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:06233-09762,6.668,1.621,0.239,9.919,3125.287,1994.701,2.883,3.203,0.852,1.244,0.804,0.884
183,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:06329-07917,2.872,4.283,0.324,7.920,2535.012,2025.448,1.601,3.203,0.575,1.913,0.523,0.737
184,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:06558-10750,4.821,0.999,1.197E-4,7.998,3442.044,2099.112,2.242,2.883,0.947,1.335,0.749,0.895
185,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:06558-12395,17.438,1.034,0.100,15.917,3967.302,2098.151,5.124,4.804,0.865,1.144,0.874,0.912
186,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:06907-13090,1.949,3.355,0.243,4.905,4191.818,2211.530,1.601,1.601,1.000,1.391,0.719,0.884
187,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:07032-06805,5.847,2.901,0.227,8.826,2178.221,2250.924,2.883,2.562,0.943,1.032,0.969,0.912
188,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:07209-03511,25.440,1.076,0.132,19.276,1121.619,2305.692,5.765,6.406,0.860,1.170,0.854,0.907
189,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:07264-08820,10.873,1.718,0.639,12.184,2823.264,2324.589,3.523,4.164,0.920,1.122,0.891,0.910
190,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:07981-16555,21.849,3.530,2.402,18.667,5299.345,2553.909,5.765,4.804,0.788,1.289,0.776,0.897
191,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:08067-16592,0.615,1.585,0.095,3.358,5313.437,2583.374,1.281,0.961,0.686,2.810,0.356,0.750
192,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:08994-03395,0.615,1.233,0.047,2.718,1087.029,2880.274,0.961,0.961,1.000,1.809,0.553,0.800
193,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:09138-08063,42.263,1.005,0.014,42.207,2577.930,2922.550,8.968,8.648,0.298,1.148,0.871,0.698
194,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:09695-03676,0.718,2.511,0.189,2.718,1177.027,3104.790,0.961,0.961,1.000,1.069,0.936,0.875
195,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:09810-08614,5.026,1.026,0.075,8.716,2757.286,3140.661,3.203,2.562,0.831,1.251,0.799,0.824
196,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:09925-11577,10.053,1.091,0.164,12.637,3705.954,3177.173,4.164,3.523,0.791,1.154,0.866,0.871
197,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:10431-15009,31.081,1.960,0.442,20.744,4804.193,3337.633,6.085,6.726,0.908,1.128,0.887,0.938
198,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:10436-09082,14.258,1.081,0.151,15.167,2906.537,3339.875,4.804,5.124,0.779,1.047,0.955,0.830
199,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:10501-11514,3.385,1.272,0.079,7.810,3686.417,3361.974,2.562,2.562,0.697,1.717,0.582,0.767
200,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:10698-10222,8.309,1.300,0.155,17.917,3271.015,3424.108,6.085,4.484,0.325,2.528,0.395,0.545
201,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:11415-10518,4.001,2.962,0.204,8.075,3367.419,3654.709,2.883,2.562,0.771,2.215,0.451,0.821
202,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:11654-14174,21.644,1.004,0.027,17.651,4537.079,3729.655,5.124,5.765,0.873,1.187,0.842,0.917
203,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:11806-12720,19.695,1.006,0.024,16.636,4071.073,3778.978,5.765,4.804,0.894,1.204,0.831,0.919
204,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:11942-15677,22.157,1.468,0.381,17.761,5018.780,3821.895,4.484,6.085,0.883,1.435,0.697,0.937
205,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:12188-12141,13.643,2.109,0.482,14.293,3886.272,3901.645,4.804,3.843,0.839,1.417,0.706,0.899
206,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:12914-07606,0.513,1.010,0.002,2.718,2435.726,4135.769,0.961,0.961,0.873,2.308,0.433,0.769
207,Result of 0h_nonlightexposed_A2 Region1_Merged_RAW_ch01.tif:13299-12653,3.283,1.306,0.195,6.904,4051.536,4258.116,1.922,2.562,0.865,1.628,0.614,0.842
