 ,Label,Area,Mean,StdDev,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,slice0001_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:0776-1950,8.001,2.128,1.344,10.825,622.944,246.935,3.523,3.203,0.858,1.456,0.687,0.886
2,slice0001_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1577-2927,23.593,1.456,0.173,18.182,934.576,502.198,5.765,5.765,0.897,1.391,0.719,0.929
3,slice0001_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1686-3991,13.951,6.4,0.978,14.449,1275.994,537.749,4.804,4.484,0.84,1.061,0.943,0.877
4,slice0001_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1843-1757,19.08,1.026,0.061,16.558,560.489,587.713,4.804,5.445,0.875,1.203,0.831,0.914
5,slice0001_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:2543-1010,19.695,1.151,0.218,16.558,320.92,811.909,5.124,5.124,0.903,1.074,0.931,0.923
7,slice0002_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:0657-2368,57.342,1.126,0.308,28.289,753.938,206.26,8.968,8.327,0.9,1.058,0.945,0.951
8,slice0002_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:0908-1397,30.569,3.972,0.387,21.197,444.548,287.291,5.765,7.046,0.855,1.166,0.858,0.92
9,slice0002_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1255-5313,46.366,1.372,0.564,25.118,1698.122,398.107,7.366,8.007,0.923,1.124,0.889,0.952
10,slice0002_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1439-3177,48.417,1.86,0.585,26.367,1013.364,457.039,8.327,7.687,0.875,1.074,0.931,0.939
11,slice0002_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1660-1692,45.648,1.39,0.391,25.118,538.39,527.821,7.366,8.007,0.909,1.121,0.892,0.945
12,slice0002_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1701-3945,31.287,4.829,1.308,20.744,1260.3,541.593,6.406,6.406,0.914,1.037,0.964,0.94
13,slice0002_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:2514-1043,32.415,1.656,0.513,21.728,330.849,801.98,6.726,6.406,0.863,1.095,0.914,0.932
15,slice0003_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:0661-2362,67.805,1.264,0.561,31.647,752.016,206.901,8.968,9.929,0.851,1.088,0.919,0.946
16,slice0003_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:0898-1369,46.571,2.457,0.716,26.445,434.299,283.447,8.327,8.327,0.837,1.142,0.875,0.928
17,slice0003_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1105-2259,0.103,2.648,0,1.281,723.511,353.909,0.32,0.32,0.785,1,1,1
18,slice0003_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1105-2261,0.103,2.48,0,1.281,724.152,353.909,0.32,0.32,0.785,1,1,1
19,slice0003_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1451-3151,48.52,1.947,0.323,28.257,1005.037,460.882,8.648,7.687,0.764,1.179,0.848,0.922
20,slice0003_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1655-1690,36.928,1.277,0.403,22.931,538.07,526.54,6.726,7.366,0.882,1.071,0.933,0.933
21,slice0003_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1692-3961,44.724,1.849,0.62,25.727,1264.784,538.07,7.687,7.687,0.849,1.088,0.919,0.94
22,slice0003_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:2508-1024,28.107,2.491,0.932,20.026,325.084,800.378,5.765,6.085,0.881,1.144,0.874,0.937
24,slice0004_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:0670-2356,74.985,1.434,0.822,33.789,749.774,209.463,9.608,10.249,0.825,1.15,0.87,0.93
25,slice0004_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:0868-1503,45.442,2.278,0.639,25.041,477.857,274.159,7.366,7.687,0.911,1.025,0.975,0.952
26,slice0004_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1430-3145,0.103,1.929,0,1.281,1007.279,458,0.32,0.32,0.785,1,1,1
27,slice0004_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1435-3156,45.955,1.951,0.277,26.29,1006.959,455.758,8.007,7.687,0.836,1.16,0.862,0.928
28,slice0004_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1661-1686,43.493,1.105,0.184,24.556,536.468,528.141,7.366,8.007,0.906,1.115,0.897,0.942
29,slice0004_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1689-3950,40.826,1.75,0.63,24.743,1261.581,537.429,7.366,7.046,0.838,1.032,0.969,0.933
30,slice0004_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:2505-1027,27.286,3.015,1.344,19.916,325.724,799.418,6.406,6.085,0.864,1.069,0.936,0.902
31,slice0004_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1947-2736,2183358.112,1.374,0.184,5999.476,0,0,1752.569,1247.168,0.762,1.405,0.711,0.999
32,slice0005_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:0653-2344,61.547,1.441,0.871,29.913,746.251,204.338,8.968,9.608,0.864,1.188,0.842,0.937
33,slice0005_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:0840-1536,29.44,2.276,0.611,20.291,489.067,265.832,6.085,6.406,0.899,1.046,0.956,0.929
34,slice0005_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:0869-5415,39.083,1.348,0.509,23.462,1730.79,274.8,7.046,7.366,0.892,1.084,0.923,0.936
35,slice0005_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1427-3147,0.103,3.251,0,1.281,1007.92,457.039,0.32,0.32,0.785,1,1,1
36,slice0005_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1438-3144,0.103,2.785,0,1.281,1006.959,460.562,0.32,0.32,0.785,1,1,1
37,slice0005_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1437-3151,30.158,3.14,0.33,30.412,1005.678,457.039,7.046,6.406,0.41,1.113,0.898,0.841
38,slice0005_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1642-1680,18.875,1.271,0.198,16.183,535.828,523.337,4.804,5.124,0.906,1.111,0.9,0.929
39,slice0005_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:2228-3704,17.131,3.05,0.574,16.105,1184.073,711.021,4.484,5.124,0.83,1.201,0.833,0.903
41,slice0006_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:0662-2354,58.162,1.941,1.159,29.57,749.774,207.541,8.327,9.288,0.836,1.181,0.847,0.934
42,slice0006_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1430-3169,0.103,2.957,0,1.281,1014.966,458,0.32,0.32,0.785,1,1,1
43,slice0006_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:1439-3163,11.181,3.086,0.294,18.823,1011.122,458.32,4.164,5.124,0.397,1.981,0.505,0.739
45,slice0007_Result of 0h_to_24h_timecourse_A1 Region1_Merged_RAW_ch01.tif:0664-2360,22.054,2.223,0.399,18.104,753.618,209.463,4.804,6.406,0.846,1.413,0.708,0.907
47,slice0001_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1190-2602,45.442,1.134,0.294,25.649,829.844,376.969,7.366,8.648,0.868,1.189,0.841,0.936
48,slice0001_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1483-2309,0.103,1.826,0,1.281,739.525,474.975,0.32,0.32,0.785,1,1,1
49,slice0001_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1521-2321,115.914,1.022,0.077,46.613,738.244,478.498,10.249,17.615,0.67,1.778,0.563,0.881
50,slice0001_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1542-3964,39.185,1.023,0.054,25.649,1265.104,490.668,8.968,6.406,0.748,1.832,0.546,0.875
51,slice0001_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:2035-3981,16.105,5.992,0.943,15.277,1272.791,649.207,4.484,5.124,0.867,1.167,0.857,0.91
52,slice0001_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:2070-3440,11.284,1.342,0.289,12.372,1099.84,661.377,4.164,3.523,0.926,1.28,0.781,0.928
54,slice0002_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:0201-3095,1.128,3.022,0.21,3.624,990.625,63.736,1.281,1.281,1,1.139,0.878,0.815
55,slice0002_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1047-0869,173.769,1.232,0.411,54.876,269.996,327.646,16.975,15.373,0.725,1.348,0.742,0.927
56,slice0002_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1152-2638,86.269,1.095,0.209,34.397,839.453,363.838,10.89,10.249,0.916,1.096,0.912,0.961
57,slice0002_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1220-2670,17.131,1.135,0.128,19.431,852.584,388.499,5.445,4.484,0.57,1.275,0.784,0.865
58,slice0002_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1463-0951,1.846,2.054,0.188,5.623,303.945,467.608,1.601,1.922,0.734,1.515,0.66,0.75
59,slice0002_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1552-3952,0.103,1.633,0,1.281,1265.745,497.074,0.32,0.32,0.785,1,1,1
60,slice0002_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1553-3955,0.103,1.773,0,1.281,1266.705,497.394,0.32,0.32,0.785,1,1,1
61,slice0002_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1557-3948,0.103,1.818,0,1.281,1264.463,498.675,0.32,0.32,0.785,1,1,1
62,slice0002_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1563-3947,0.103,1.732,0,1.281,1264.143,500.597,0.32,0.32,0.785,1,1,1
63,slice0002_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1565-3953,0.103,1.7,0,1.281,1266.065,501.237,0.32,0.32,0.785,1,1,1
64,slice0002_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1552-3950,42.263,1.594,0.178,45.766,1262.542,490.988,5.445,12.491,0.254,2.94,0.34,0.727
65,slice0002_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1726-3020,0.308,1.52,0.065,2.718,966.924,552.482,0.641,0.961,0.524,1.567,0.638,0.6
66,slice0002_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1727-3022,0.103,1.568,0,1.281,967.885,553.123,0.32,0.32,0.785,1,1,1
67,slice0002_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1993-4000,25.44,5.729,0.818,19.01,1278.236,635.435,5.765,6.085,0.885,1.126,0.888,0.919
69,slice0003_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1023-0905,0.103,2.527,0,0.906,289.853,327.646,0.32,0.32,1,1,1,1
70,slice0003_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1034-0923,0.103,2.245,0,0.906,295.618,331.169,0.32,0.32,1,1,1,1
71,slice0003_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1060-0917,0.103,2.634,0,0.906,293.696,339.496,0.32,0.32,1,1,1,1
72,slice0003_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1060-0931,1.026,3.07,0.419,3.811,297.54,338.856,1.281,1.281,0.887,1.304,0.767,0.769
73,slice0003_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1065-0930,0.103,4.542,0,1.281,297.86,341.098,0.32,0.32,0.785,1,1,1
74,slice0003_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1069-0878,0.103,2.39,0,1.281,281.205,342.379,0.32,0.32,0.785,1,1,1
75,slice0003_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1052-0895,333.689,1.89,1.025,97.517,274.8,327.005,23.701,19.857,0.441,1.243,0.804,0.895
76,slice0003_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1089-1164,13.54,5.019,2.027,14.106,370.884,346.542,4.164,4.484,0.855,1.208,0.828,0.907
77,slice0003_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1155-2654,82.781,1.032,0.105,34.397,844.897,364.798,10.569,10.569,0.879,1.03,0.971,0.949
78,slice0003_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1247-2672,16.002,1,0.007,16.26,853.545,397.147,4.804,4.804,0.761,1.063,0.941,0.872
79,slice0003_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1462-0952,16.926,1.638,0.656,15.73,302.344,466.007,5.124,4.804,0.86,1.382,0.724,0.904
80,slice0003_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1566-3956,50.161,1.826,0.27,31.99,1262.542,496.754,9.288,9.929,0.616,2.098,0.477,0.862
81,slice0003_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1994-4001,24.414,5.24,1.124,17.839,1278.876,636.075,5.445,5.445,0.964,1.04,0.961,0.956
83,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1017-0892,0.103,3.966,0,0.906,285.689,325.724,0.32,0.32,1,1,1,1
84,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1029-0911,0.718,4.289,0.671,2.718,291.454,329.247,0.961,0.961,1,1.069,0.936,0.875
85,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1062-0899,0.205,3.819,0.184,1.922,287.611,340.137,0.641,0.32,0.698,2,0.5,1
86,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1040-0884,235.932,2.085,0.787,76.087,272.558,324.763,21.138,16.975,0.512,1.232,0.811,0.9
87,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1067-0895,0.103,3.31,0,1.281,286.65,341.738,0.32,0.32,0.785,1,1,1
88,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1067-0902,0.513,4.328,0.444,2.265,288.572,341.418,0.641,0.961,1,1.553,0.644,0.909
89,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1089-1157,12.207,3.141,0.77,13.012,368.642,346.863,3.843,4.164,0.906,1.236,0.809,0.926
90,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1160-2640,82.781,1.39,0.676,33.944,840.413,366.4,10.569,10.249,0.903,1.043,0.959,0.953
91,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1235-2676,0.103,1.535,0,1.281,857.068,395.545,0.32,0.32,0.785,1,1,1
92,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1236-2677,0.103,1.581,0,1.281,857.388,395.865,0.32,0.32,0.785,1,1,1
93,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1237-2671,9.027,1.351,0.082,14.979,853.545,394.584,3.843,3.523,0.506,1.159,0.863,0.8
94,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1462-0921,16.618,1.128,0.303,15.542,292.735,465.686,4.804,5.124,0.864,1.42,0.704,0.908
95,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1573-3958,0.718,3.459,0.402,2.718,1267.346,503.479,0.961,0.961,1,1.596,0.626,0.875
96,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1564-3946,37.339,2.57,0.477,23.727,1260.3,497.074,7.046,7.687,0.833,1.156,0.865,0.918
97,slice0004_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1998-4002,22.465,5.204,1.33,17.651,1279.196,637.356,5.445,5.445,0.906,1.105,0.905,0.93
99,slice0005_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1044-0879,160.023,2.268,1.121,51.783,272.878,327.966,17.295,12.811,0.75,1.461,0.685,0.927
100,slice0005_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1158-2644,66.061,2.076,0.826,30.664,842.335,366.079,9.288,9.608,0.883,1.05,0.952,0.94
101,slice0005_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1996-3997,16.105,6.536,0.95,14.746,1277.915,637.036,4.484,4.484,0.931,1.118,0.895,0.935
103,slice0006_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1017-0875,104.323,2.237,1.381,43.721,273.839,319.639,13.131,12.491,0.686,1.666,0.6,0.916
104,slice0006_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1156-2655,20.824,1.816,0.248,18.37,847.78,367.361,5.445,5.765,0.775,1.237,0.809,0.868
106,slice0007_Result of 0h_to_24h_timecourse_A1 Region2_Merged_RAW_ch01.tif:1029-0886,60.624,2.269,1.165,41.191,278.323,324.123,10.89,10.89,0.449,1.593,0.628,0.761
108,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:00107-06995,16.207,1.556,0.658,14.746,2238.113,32.028,4.484,4.484,0.937,1.25,0.8,0.94
109,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:00747-10132,2.564,1.006,0.014,5.998,3244.111,238.288,1.922,1.922,0.896,1.189,0.841,0.862
110,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:00752-10154,1.949,0.998,6.13E-05,7.357,3250.837,239.889,2.562,1.922,0.453,2.141,0.467,0.559
111,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:00827-05180,2.667,1.042,0.05,5.733,1658.407,263.91,1.601,1.922,1,1.207,0.829,0.945
112,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:00901-09437,10.258,1.647,0.757,11.996,3020.556,286.65,3.843,3.843,0.896,1.273,0.786,0.901
113,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:01097-06113,60.727,1.105,0.168,29.492,1953.385,346.863,8.968,8.968,0.877,1.081,0.925,0.942
114,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:01218-11116,11.284,1.035,0.119,12.372,3558.305,388.179,3.843,3.843,0.926,1.25,0.8,0.924
115,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:01233-09672,18.464,0.999,0.005,16.215,3095.501,392.342,4.484,5.124,0.882,1.106,0.904,0.925
116,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:01239-10287,13.848,1,0.004,14.636,3292.473,394.584,4.484,4.804,0.812,1.384,0.723,0.857
117,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:01246-09661,0.615,1.056,0.052,2.718,3093.9,398.748,0.961,0.961,1,1.291,0.775,0.8
118,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:01436-11102,13.028,1.352,0.194,15.464,3553.501,457.679,4.484,4.804,0.685,1.501,0.666,0.801
119,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:01439-04462,16.207,2.973,0.421,14.934,1426.845,458.64,4.484,4.484,0.913,1.173,0.852,0.935
120,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:01502-10516,4.001,1.831,0.672,8.373,3367.098,479.458,1.922,3.203,0.717,2.32,0.431,0.839
121,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:01715-07635,13.848,1.049,0.138,14.746,2443.092,547.037,4.484,4.484,0.8,1.159,0.863,0.874
122,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:01747-06037,40.006,1.551,0.643,24.665,1930.004,555.685,7.366,7.687,0.826,1.16,0.862,0.915
123,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:01908-10682,28.312,3.322,0.876,20.744,3418.023,608.211,6.726,6.085,0.827,1.091,0.916,0.908
124,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:02439-06300,30.466,1.297,0.406,20.667,2015.199,777.639,5.445,7.046,0.896,1.289,0.776,0.938
125,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:02602-10817,23.183,2.37,0.945,18.182,3461.581,830.485,5.765,5.765,0.881,1.187,0.842,0.913
126,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:02674-05189,1.949,1.935,0.058,5.28,1661.29,855.467,1.281,1.922,0.879,1.703,0.587,0.905
127,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:02701-05171,31.081,1.012,0.023,21.01,1652.963,861.872,6.726,6.406,0.885,1.231,0.812,0.925
128,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:02711-07952,16.926,0.997,0.011,15.464,2544.621,866.036,4.804,4.804,0.889,1.159,0.863,0.919
129,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:02802-09981,15.284,2.61,0.622,14.449,3194.468,895.181,4.484,4.804,0.92,1.235,0.81,0.923
130,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:02944-11207,32.21,0.999,0.006,21.463,3586.17,939.38,6.406,7.046,0.879,1.107,0.904,0.921
131,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:03361-10512,51.084,1.362,0.587,27.493,3362.935,1072.296,7.687,8.648,0.849,1.174,0.852,0.936
132,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:03472-05173,53.341,1,0,27.118,1652.642,1107.847,8.327,8.327,0.912,1.04,0.962,0.952
133,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:03655-04209,81.653,1.104,0.098,56.953,1341.651,1164.536,13.131,12.491,0.316,1.59,0.629,0.667
134,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:03761-10577,18.567,1.002,0.023,16.215,3385.034,1202.329,5.124,4.484,0.887,1.176,0.851,0.923
135,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:04049-07151,18.464,1.003,0.013,16.37,2287.757,1294.249,5.124,5.124,0.866,1.306,0.766,0.914
136,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:04118-03456,23.183,1.016,0.049,18.027,1104.324,1316.028,5.124,5.765,0.896,1.142,0.876,0.934
137,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:04234-06317,2.667,1.816,0.24,8.373,2021.925,1354.782,2.562,2.562,0.478,2.566,0.39,0.605
138,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:04621-08589,10.976,2.295,0.341,12.715,2748.639,1478.09,4.484,3.843,0.853,1.399,0.715,0.881
139,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:04635-07208,11.386,1.154,0.19,12.669,2306.653,1482.894,4.164,3.203,0.891,1.312,0.762,0.933
140,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:04844-07260,25.645,1.459,0.489,19.088,2322.347,1548.231,5.765,6.406,0.884,1.051,0.951,0.917
141,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:05163-03202,0.718,3.291,0.259,2.718,1025.215,1653.283,0.961,0.961,1,1.069,0.936,0.875
142,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:05370-07169,44.212,1,0,24.4,2292.561,1716.378,7.366,7.366,0.933,1.125,0.889,0.96
143,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:05973-07056,1.846,3.097,0.176,4.639,2259.252,1912.389,1.281,1.601,1,1.362,0.734,0.947
144,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:06375-06214,1.846,1.001,1.30E-04,4.717,1989.576,2041.141,1.601,1.601,1,1.13,0.885,0.857
145,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:07067-05691,8.924,1.481,0.074,10.825,1821.109,2261.814,3.523,3.203,0.957,1.167,0.857,0.926
146,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:07225-06370,5.129,1.043,0.034,9.169,2038.899,2312.738,2.883,2.883,0.767,1.156,0.865,0.806
147,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:07952-07196,3.283,5.393,0.35,6.904,2303.77,2545.582,1.922,2.562,0.865,1.386,0.721,0.842
148,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:08055-05672,41.134,1.043,0.09,25.571,1812.462,2576.328,8.327,7.366,0.791,1.246,0.802,0.909
149,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:08238-01969,47.699,1.089,0.11,25.571,626.787,2634.619,8.007,7.687,0.917,1.113,0.899,0.951
150,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:08426-03455,13.951,2.986,0.185,15.167,1104.003,2696.433,5.445,4.484,0.762,1.826,0.548,0.842
151,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:08561-06080,12.617,5.081,0.552,14.028,1945.698,2739.671,3.203,4.804,0.806,1.326,0.754,0.911
152,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:08613-07333,18.669,1.039,0.086,17.121,2346.047,2756.325,5.124,4.804,0.8,1.231,0.813,0.894
153,slice0001_Result of 0h_to_24h_timecourse_A1 Region3_Merged_RAW_ch01.tif:08912-04971,14.258,1.005,7.33E-05,14.559,1590.508,2851.769,3.523,5.445,0.845,1.556,0.643,0.914
